id,nombre,apellido,email,pais,provincia,matematica,fisica,literatura,programacion,telefono
406,Abril,Trejo,abril.trejo@universidadvirtual.edu.ar,Argentina,Formosa,6.16,6.79,7.58,8.5,987-397-6514
407,Agatha,Matos,agatha.matos@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,3.72,5.9,4.2,6.59,218-602-8216
408,Alan,Robles,alan.robles@universidadvirtual.edu.ar,Argentina,Río Negro,8.12,8.48,6.33,5.2,882-612-8237
409,Carla,Barragán,carla.barragán@universidadvirtual.edu.ar,Argentina,Salta,3.79,5.9,8.79,6.35,915-195-6754
410,Carmen,Del Río,carmen.del río@universidadvirtual.edu.ar,Argentina,Chaco,5.71,5.38,6.95,4.71,656-692-1645
411,Sebastián,Valderrama,sebastián.valderrama@universidadvirtual.edu.ar,Argentina,Chaco,4.04,5.28,7.36,9.22,712-607-7446
412,Nayla,Avelar,nayla.avelar@universidadvirtual.edu.ar,Argentina,Catamarca,8.95,8.28,8.52,4.74,472-985-1042
413,Mía,Cruz,mía.cruz@universidadvirtual.edu.ar,Argentina,Chaco,7.66,5.43,8.3,6.33,409-985-4942
414,Carolina,Bastidas,carolina.bastidas@universidadvirtual.edu.ar,Argentina,Buenos Aires,8.49,6.76,5.1,4.37,840-529-8208
415,Abril,Fuentes,abril.fuentes@universidadvirtual.edu.ar,Argentina,Neuquén,8.47,6.64,8.54,7.14,746-502-4718
416,Brian,Peña,brian.peña@universidadvirtual.edu.ar,Argentina,La Pampa,2.32,5.2,6.79,7.66,512-242-8764
417,Alan,Villaseñor,alan.villaseñor@universidadvirtual.edu.ar,Argentina,Formosa,4.43,5.31,8.47,8.13,281-234-8344
418,Martina,Dávalos,martina.dávalos@universidadvirtual.edu.ar,Argentina,Corrientes,4.62,5.24,6.91,9.45,462-368-2863
419,Vanesa,Girón,vanesa.girón@universidadvirtual.edu.ar,Argentina,Corrientes,9.74,4.72,3.16,9.51,417-491-3097
420,Agatha,Lira,agatha.lira@universidadvirtual.edu.ar,Argentina,Entre Ríos,6.43,8.18,9.7,5.62,593-208-4609
421,Julián,Valenzuela,julián.valenzuela@universidadvirtual.edu.ar,Argentina,Santiago del Estero,3.6,7.35,5.4,5.74,485-494-5131
422,Paula,Bravo,paula.bravo@universidadvirtual.edu.ar,Argentina,La Rioja,4.99,9.78,8.55,8.16,496-662-0906
423,Alan,Chacón,alan.chacón@universidadvirtual.edu.ar,Argentina,Tucumán,3.46,4.63,3.79,8.41,878-352-0759
424,Lucas,Téllez,lucas.téllez@universidadvirtual.edu.ar,Argentina,Corrientes,5.92,8.63,3.57,7.1,820-754-9849
425,Brenda,Bañuelos,brenda.bañuelos@universidadvirtual.edu.ar,Argentina,Córdoba,2.86,7.25,4.39,4.78,908-621-4925
426,Alma,Oseguera,alma.oseguera@universidadvirtual.edu.ar,Argentina,Neuquén,9.15,4.58,9.71,8.17,936-522-5109
427,Yamila,Durán,yamila.durán@universidadvirtual.edu.ar,Argentina,Jujuy,7.87,5.72,7.68,7.42,126-171-2449
428,Jorge,Covarrubias,jorge.covarrubias@universidadvirtual.edu.ar,Argentina,Río Negro,3.96,6.55,8.55,9.31,144-405-0460
429,Máximo,Infante,máximo.infante@universidadvirtual.edu.ar,Argentina,Mendoza,9.84,5.85,9.89,8.08,787-673-2347
430,Santiago,Valdez,santiago.valdez@universidadvirtual.edu.ar,Argentina,Chubut,7.88,5.71,8.31,8.85,731-282-2078
431,Ailén,Godínez,ailén.godínez@universidadvirtual.edu.ar,Argentina,Chaco,5.46,6.99,9.36,5.63,540-414-9181
432,Ana,Manríquez,ana.manríquez@universidadvirtual.edu.ar,Argentina,Mendoza,4.77,8.23,4.58,8.23,108-171-5197
433,Pedro,Mares,pedro.mares@universidadvirtual.edu.ar,Argentina,Catamarca,3.59,7.13,5.84,6.15,489-171-6537
434,Ariel,Aguirre,ariel.aguirre@universidadvirtual.edu.ar,Argentina,Córdoba,8.06,8.98,9.03,9.37,605-357-6120
435,Abril,Arce,abril.arce@universidadvirtual.edu.ar,Argentina,Santa Fe,6.44,6.91,4.31,9.92,549-557-7701
436,Mauricio,Valencia,mauricio.valencia@universidadvirtual.edu.ar,Argentina,Jujuy,2.41,5.52,8.4,6.51,547-177-0761
437,Rafael,Robles,rafael.robles@universidadvirtual.edu.ar,Argentina,Córdoba,9.54,7.32,4.88,8.84,634-357-9329
438,Lidia,Negrón,lidia.negrón@universidadvirtual.edu.ar,Argentina,Santiago del Estero,6.55,9.38,3.5,7.99,690-105-5567
439,Brian,Ulloa,brian.ulloa@universidadvirtual.edu.ar,Argentina,Entre Ríos,6.68,6.99,8.72,4.35,714-975-8361
440,Esteban,Mejía,esteban.mejía@universidadvirtual.edu.ar,Argentina,Río Negro,6.11,9.88,9.05,5.11,200-608-7895
441,Celeste,Lucena,celeste.lucena@universidadvirtual.edu.ar,Argentina,Catamarca,8.21,6.9,6.47,9.9,451-931-4131
442,Iván,Araujo,iván.araujo@universidadvirtual.edu.ar,Argentina,Entre Ríos,7.92,6.0,8.18,9.55,178-536-9528
443,Mauricio,Fonseca,mauricio.fonseca@universidadvirtual.edu.ar,Argentina,Santiago del Estero,9.89,6.94,7.35,6.55,615-171-5140
444,Florencia,Varela,florencia.varela@universidadvirtual.edu.ar,Argentina,La Rioja,6.32,9.9,6.34,8.83,130-799-0645
445,Brenda,Valladares,brenda.valladares@universidadvirtual.edu.ar,Argentina,Buenos Aires,3.73,8.59,5.19,7.93,757-853-6122
446,Cintia,Pineda,cintia.pineda@universidadvirtual.edu.ar,Argentina,Chaco,3.19,6.83,6.44,5.07,694-315-6747
447,Sabrina,Monzón,sabrina.monzón@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,9.73,8.59,3.15,4.07,216-845-6745
448,Luz,Varela,luz.varela@universidadvirtual.edu.ar,Argentina,Catamarca,7.67,4.48,8.8,4.59,106-461-3791
449,Daniela,Andrada,daniela.andrada@universidadvirtual.edu.ar,Argentina,La Rioja,9.26,9.74,8.08,8.28,765-323-5879
450,Micaela,Aguayo,micaela.aguayo@universidadvirtual.edu.ar,Argentina,Catamarca,6.67,6.73,8.92,8.5,390-321-4250
451,Franco,Ceballos,franco.ceballos@universidadvirtual.edu.ar,Argentina,Jujuy,5.71,9.32,6.7,5.53,746-898-2304
452,Omar,Monzón,omar.monzón@universidadvirtual.edu.ar,Argentina,Catamarca,2.44,5.0,5.42,5.96,836-655-4103
453,Lucía,Figueroa,lucía.figueroa@universidadvirtual.edu.ar,Argentina,Formosa,4.59,6.08,8.15,5.37,667-756-1349
454,Lucía,Pascual,lucía.pascual@universidadvirtual.edu.ar,Argentina,Jujuy,5.49,7.19,7.9,4.58,976-675-8997
455,Abril,Juárez,abril.juárez@universidadvirtual.edu.ar,Argentina,Formosa,9.83,8.83,7.13,6.52,649-374-4302
456,Juan,Capdevila,juan.capdevila@universidadvirtual.edu.ar,Argentina,Neuquén,4.77,8.05,8.71,6.14,523-789-6930
457,Andrés,Figueroa,andrés.figueroa@universidadvirtual.edu.ar,Argentina,Corrientes,7.1,8.3,3.43,8.06,507-517-1724
458,Florencia,Montiel,florencia.montiel@universidadvirtual.edu.ar,Argentina,Chubut,3.08,9.13,5.59,5.17,132-392-9898
459,Adrián,Castro,adrián.castro@universidadvirtual.edu.ar,Argentina,San Juan,3.04,6.72,4.83,5.02,319-472-8486
460,Rosa,Barboza,rosa.barboza@universidadvirtual.edu.ar,Argentina,Río Negro,5.52,4.02,9.53,7.47,969-264-1136
461,Agatha,Illescas,agatha.illescas@universidadvirtual.edu.ar,Argentina,Formosa,3.74,8.79,6.39,7.85,180-896-2807
462,Carmen,Valderrama,carmen.valderrama@universidadvirtual.edu.ar,Argentina,Entre Ríos,9.92,8.06,7.51,8.9,235-322-7962
463,Fabián,Valladares,fabián.valladares@universidadvirtual.edu.ar,Argentina,San Luis,9.17,9.79,9.1,4.91,504-188-0321
464,Carolina,Méndez,carolina.méndez@universidadvirtual.edu.ar,Argentina,Corrientes,7.82,6.7,3.14,6.23,341-692-9088
465,Marcelo,Alfaro,marcelo.alfaro@universidadvirtual.edu.ar,Argentina,Entre Ríos,8.3,8.64,9.54,6.72,945-584-0219
466,Vanesa,Farías,vanesa.farías@universidadvirtual.edu.ar,Argentina,Chubut,4.42,6.16,9.71,9.65,115-308-2363
467,Ramiro,Salazar,ramiro.salazar@universidadvirtual.edu.ar,Argentina,Santa Fe,4.23,8.53,5.56,7.9,450-299-6209
468,Cristian,Escudero,cristian.escudero@universidadvirtual.edu.ar,Argentina,Mendoza,2.45,5.35,8.01,4.72,416-338-1551
469,Sergio,Roque,sergio.roque@universidadvirtual.edu.ar,Argentina,Mendoza,9.6,6.67,8.67,8.23,414-466-5352
470,Micaela,Dávila,micaela.dávila@universidadvirtual.edu.ar,Argentina,Córdoba,2.86,9.33,5.82,8.22,118-954-6668
471,Santiago,Varela,santiago.varela@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,2.22,8.36,3.23,7.99,739-738-2297
472,Martín,Tello,martín.tello@universidadvirtual.edu.ar,Argentina,Santiago del Estero,9.61,5.13,9.16,6.9,962-326-3235
473,Esteban,Quintero,esteban.quintero@universidadvirtual.edu.ar,Argentina,Jujuy,9.98,7.45,6.04,5.74,404-670-3226
474,Pedro,Reyes,pedro.reyes@universidadvirtual.edu.ar,Argentina,Mendoza,2.15,6.04,4.93,5.93,647-521-9487
475,Ramiro,Escamilla,ramiro.escamilla@universidadvirtual.edu.ar,Argentina,La Rioja,2.31,5.72,7.28,5.16,455-891-8203
476,Raúl,Cabrera,raúl.cabrera@universidadvirtual.edu.ar,Argentina,Neuquén,5.96,6.72,5.91,5.11,967-421-7905
477,Álvaro,Velasco,álvaro.velasco@universidadvirtual.edu.ar,Argentina,San Luis,3.68,6.74,5.1,7.74,807-406-2359
478,Paula,Covarrubias,paula.covarrubias@universidadvirtual.edu.ar,Argentina,Formosa,3.14,6.16,4.03,8.66,372-633-2314
479,Manuel,Macías,manuel.macías@universidadvirtual.edu.ar,Argentina,Santa Cruz,7.51,7.05,5.8,8.83,882-434-6331
480,Mateo,Lerma,mateo.lerma@universidadvirtual.edu.ar,Argentina,Buenos Aires,5.68,4.23,7.26,6.87,614-187-9820
481,Federico,Lira,federico.lira@universidadvirtual.edu.ar,Argentina,Jujuy,3.35,4.9,9.82,4.67,217-612-6383
482,Cristian,Céspedes,cristian.céspedes@universidadvirtual.edu.ar,Argentina,La Pampa,3.25,5.07,9.74,9.36,499-466-1379
483,Sebastián,Figueroa,sebastián.figueroa@universidadvirtual.edu.ar,Argentina,Chubut,8.95,6.58,3.59,8.04,257-628-2583
484,Omar,Ortega,omar.ortega@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,9.85,6.94,3.97,9.83,485-996-0333
485,Gonzalo,Mares,gonzalo.mares@universidadvirtual.edu.ar,Argentina,Río Negro,4.5,4.73,8.0,4.11,408-644-3688
486,Ramiro,Méndez,ramiro.méndez@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,7.78,5.86,5.43,8.48,977-593-8062
487,Martina,Álvarez,martina.álvarez@universidadvirtual.edu.ar,Argentina,Misiones,5.12,6.73,7.07,6.23,311-652-7227
488,Miguel,Álvarez,miguel.álvarez@universidadvirtual.edu.ar,Argentina,Corrientes,6.07,5.91,3.19,9.05,203-110-2007
489,Valentina,Chaves,valentina.chaves@universidadvirtual.edu.ar,Argentina,Entre Ríos,2.69,5.17,5.82,7.41,414-118-6232
490,Omar,Coronel,omar.coronel@universidadvirtual.edu.ar,Argentina,Tucumán,6.74,4.46,9.79,9.41,958-701-9621
491,Walter,Valencia,walter.valencia@universidadvirtual.edu.ar,Argentina,San Luis,6.35,5.72,7.89,4.36,308-624-6276
492,Emilia,Ordóñez,emilia.ordóñez@universidadvirtual.edu.ar,Argentina,Entre Ríos,8.11,7.02,4.13,9.36,786-266-2981
493,Raúl,Salazar,raúl.salazar@universidadvirtual.edu.ar,Argentina,San Juan,8.85,9.51,6.22,8.53,442-258-3268
494,Enzo,Salguero,enzo.salguero@universidadvirtual.edu.ar,Argentina,Río Negro,4.16,4.04,8.57,5.74,131-661-4199
495,Lara,Dávalos,lara.dávalos@universidadvirtual.edu.ar,Argentina,Neuquén,6.59,8.92,4.59,6.51,194-227-9708
496,Claudia,Leyva,claudia.leyva@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.06,9.32,5.71,8.29,634-727-0388
497,Ramiro,Tovar,ramiro.tovar@universidadvirtual.edu.ar,Argentina,Jujuy,7.75,6.58,3.92,4.44,297-544-1548
498,Santiago,Gallardo,santiago.gallardo@universidadvirtual.edu.ar,Argentina,Misiones,9.58,4.88,5.78,9.25,283-142-3086
499,Leandro,Ledesma,leandro.ledesma@universidadvirtual.edu.ar,Argentina,San Luis,6.23,8.04,5.42,8.77,934-950-0926
500,Delfina,Escudero,delfina.escudero@universidadvirtual.edu.ar,Argentina,Salta,5.4,7.3,4.11,9.29,986-241-5959
501,Rosa,Varela,rosa.varela@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.98,5.15,5.86,9.52,301-859-2950
502,Olivia,Tovar,olivia.tovar@universidadvirtual.edu.ar,Argentina,San Juan,6.69,7.45,7.1,6.37,273-114-8183
503,José,Monzón,josé.monzón@universidadvirtual.edu.ar,Argentina,Chaco,4.37,5.39,6.08,7.59,886-822-3932
504,Sabrina,Céspedes,sabrina.céspedes@universidadvirtual.edu.ar,Argentina,Corrientes,5.92,4.06,5.52,4.72,156-851-6680
505,Paula,Marroquín,paula.marroquín@universidadvirtual.edu.ar,Argentina,Formosa,3.54,8.28,3.4,7.12,806-154-9165
506,Federico,Bañuelos,federico.bañuelos@universidadvirtual.edu.ar,Argentina,Chaco,2.13,7.34,5.47,9.0,376-324-7302
507,Juan,Quezada,juan.quezada@universidadvirtual.edu.ar,Argentina,Río Negro,9.45,8.33,4.9,6.21,871-686-1203
508,Laura,Olmedo,laura.olmedo@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,8.81,6.53,9.1,8.06,373-760-6436
509,Néstor,Suárez,néstor.suárez@universidadvirtual.edu.ar,Argentina,Formosa,6.57,9.82,7.65,7.34,901-800-1836
510,Norma,Bravo,norma.bravo@universidadvirtual.edu.ar,Argentina,Salta,6.42,8.25,3.25,8.41,908-293-4224
511,Agatha,Sarria,agatha.sarria@universidadvirtual.edu.ar,Argentina,Chubut,7.22,4.83,6.96,6.75,743-432-4781
512,Luis,Ocampo,luis.ocampo@universidadvirtual.edu.ar,Argentina,Santiago del Estero,6.07,9.71,4.67,9.41,485-781-6726
513,Franco,Castellanos,franco.castellanos@universidadvirtual.edu.ar,Argentina,Mendoza,6.36,9.29,4.25,7.33,149-546-8353
514,Omar,Lucero,omar.lucero@universidadvirtual.edu.ar,Argentina,San Juan,7.5,5.91,4.09,4.83,908-809-2053
515,Cristian,Espinosa,cristian.espinosa@universidadvirtual.edu.ar,Argentina,La Pampa,9.02,5.7,3.07,7.95,269-855-1504
516,Alan,Rodríguez,alan.rodríguez@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,3.41,7.22,7.53,6.81,156-237-6923
517,Norma,Aparicio,norma.aparicio@universidadvirtual.edu.ar,Argentina,Santiago del Estero,7.02,7.19,5.66,4.8,462-672-3618
518,Cintia,Robles,cintia.robles@universidadvirtual.edu.ar,Argentina,La Rioja,4.78,9.1,9.71,6.89,905-854-6421
519,Esteban,Ramírez,esteban.ramírez@universidadvirtual.edu.ar,Argentina,Santa Cruz,4.89,9.0,4.48,7.57,926-611-7017
520,Micaela,Quiroz,micaela.quiroz@universidadvirtual.edu.ar,Argentina,Chaco,3.0,4.5,6.54,4.67,685-632-5846
521,Raúl,Cuéllar,raúl.cuéllar@universidadvirtual.edu.ar,Argentina,San Juan,4.36,4.01,3.92,6.01,892-848-2511
522,Laura,Gaytán,laura.gaytán@universidadvirtual.edu.ar,Argentina,San Luis,5.06,9.52,7.55,6.67,604-573-5966
523,Alan,Sanabria,alan.sanabria@universidadvirtual.edu.ar,Argentina,Chaco,5.38,6.97,8.15,7.3,527-327-9750
524,Valentín,García,valentín.garcía@universidadvirtual.edu.ar,Argentina,La Rioja,7.52,7.13,3.38,6.03,188-209-5964
525,Florencia,Del Río,florencia.del río@universidadvirtual.edu.ar,Argentina,Formosa,4.32,9.16,9.39,7.15,955-927-2965
526,Mariana,Pedraza,mariana.pedraza@universidadvirtual.edu.ar,Argentina,Tucumán,6.22,6.89,3.68,8.34,788-288-1745
527,Renata,Soto,renata.soto@universidadvirtual.edu.ar,Argentina,Chaco,3.56,8.45,6.09,8.99,750-415-9190
528,Ángel,Quiñones,ángel.quiñones@universidadvirtual.edu.ar,Argentina,Neuquén,4.65,8.61,6.79,9.3,958-921-3527
529,Ángeles,Amaya,ángeles.amaya@universidadvirtual.edu.ar,Argentina,Buenos Aires,9.4,8.6,3.74,4.9,881-716-2472
530,Julián,Rodríguez,julián.rodríguez@universidadvirtual.edu.ar,Argentina,Catamarca,2.22,7.93,5.74,5.95,156-653-1334
531,Lautaro,Illescas,lautaro.illescas@universidadvirtual.edu.ar,Argentina,Chubut,5.84,8.11,3.26,5.2,502-246-8107
532,Catalina,Serrano,catalina.serrano@universidadvirtual.edu.ar,Argentina,Buenos Aires,2.95,4.14,4.05,6.88,243-993-1732
533,Bruno,Valladares,bruno.valladares@universidadvirtual.edu.ar,Argentina,Buenos Aires,9.54,7.52,5.54,9.68,760-993-7224
534,Darío,De la Cruz,darío.de la cruz@universidadvirtual.edu.ar,Argentina,Catamarca,5.36,6.21,3.04,8.68,951-688-4079
535,Vanesa,Sepúlveda,vanesa.sepúlveda@universidadvirtual.edu.ar,Argentina,Córdoba,9.95,5.58,3.39,9.02,770-543-1695
536,Néstor,Solís,néstor.solís@universidadvirtual.edu.ar,Argentina,San Juan,3.65,4.21,8.36,8.56,946-232-7887
537,Marcos,Lepe,marcos.lepe@universidadvirtual.edu.ar,Argentina,Santa Fe,9.42,8.25,4.65,9.83,561-471-9616
538,Marcos,Pizarro,marcos.pizarro@universidadvirtual.edu.ar,Argentina,Tucumán,8.58,7.85,8.78,5.91,904-531-5642
539,Manuel,Escobar,manuel.escobar@universidadvirtual.edu.ar,Argentina,Catamarca,6.1,4.26,7.75,8.74,327-910-0099
540,Luz,Ureña,luz.ureña@universidadvirtual.edu.ar,Argentina,Corrientes,8.37,5.45,3.18,4.65,415-841-5008
541,Lourdes,Cárdenas,lourdes.cárdenas@universidadvirtual.edu.ar,Argentina,San Juan,7.91,7.58,4.5,7.31,130-713-6625
542,Luz,Noriega,luz.noriega@universidadvirtual.edu.ar,Argentina,La Pampa,8.97,6.81,4.99,4.42,166-255-3176
543,Cristian,De la Cruz,cristian.de la cruz@universidadvirtual.edu.ar,Argentina,Formosa,5.29,9.05,4.15,4.35,448-646-4552
544,Abril,Lepe,abril.lepe@universidadvirtual.edu.ar,Argentina,Neuquén,7.26,5.53,8.34,5.51,446-928-7062
545,Sergio,Farías,sergio.farías@universidadvirtual.edu.ar,Argentina,Río Negro,2.22,7.48,5.2,7.53,851-315-0842
546,Ricardo,Álvarez,ricardo.álvarez@universidadvirtual.edu.ar,Argentina,Santa Fe,2.03,6.32,8.72,4.74,706-745-7981
547,Ángeles,Farías,ángeles.farías@universidadvirtual.edu.ar,Argentina,San Luis,7.72,5.02,6.14,8.47,812-400-7773
548,Jorge,Serrano,jorge.serrano@universidadvirtual.edu.ar,Argentina,San Juan,9.42,6.21,5.43,7.67,271-266-4868
549,Sergio,Rojas,sergio.rojas@universidadvirtual.edu.ar,Argentina,Río Negro,3.64,7.17,8.89,9.79,789-274-2313
550,Florencia,Fuentes,florencia.fuentes@universidadvirtual.edu.ar,Argentina,La Rioja,4.04,4.37,4.85,6.62,604-774-6738
551,Sergio,Romero,sergio.romero@universidadvirtual.edu.ar,Argentina,Chaco,9.32,4.05,6.11,7.06,134-759-5222
552,Marcos,Ponce,marcos.ponce@universidadvirtual.edu.ar,Argentina,Santa Fe,2.73,9.69,8.65,6.99,795-796-6479
553,Lucas,Bustos,lucas.bustos@universidadvirtual.edu.ar,Argentina,Tucumán,6.26,6.79,5.91,8.88,160-943-5575
554,Álvaro,Trejo,álvaro.trejo@universidadvirtual.edu.ar,Argentina,Misiones,5.42,4.01,8.94,4.56,884-833-7157
555,Guillermina,Ramírez,guillermina.ramírez@universidadvirtual.edu.ar,Argentina,Santa Fe,2.94,4.63,5.0,9.22,782-369-8472
556,Renata,Arce,renata.arce@universidadvirtual.edu.ar,Argentina,Chubut,9.07,4.81,3.56,9.96,535-766-6923
557,Adrián,Dávalos,adrián.dávalos@universidadvirtual.edu.ar,Argentina,Mendoza,6.16,6.14,9.81,6.85,992-460-6409
558,Vanesa,Herrera,vanesa.herrera@universidadvirtual.edu.ar,Argentina,Jujuy,4.24,4.81,8.57,5.81,391-723-6134
559,Melina,Sarria,melina.sarria@universidadvirtual.edu.ar,Argentina,Neuquén,3.39,6.66,6.58,9.23,969-732-7445
560,Thiago,Vargas,thiago.vargas@universidadvirtual.edu.ar,Argentina,San Juan,2.51,4.37,5.88,5.94,714-379-6799
561,León,Godoy,león.godoy@universidadvirtual.edu.ar,Argentina,Corrientes,3.43,5.85,5.51,4.43,104-348-5964
562,Miguel,Esquivel,miguel.esquivel@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,6.72,4.79,9.61,4.21,327-863-9855
563,Pablo,Varela,pablo.varela@universidadvirtual.edu.ar,Argentina,Catamarca,2.92,5.81,6.11,4.44,615-584-2455
564,Agustina,Ponce,agustina.ponce@universidadvirtual.edu.ar,Argentina,Santa Fe,7.76,5.58,4.35,5.48,861-477-2620
565,Julieta,Rojas,julieta.rojas@universidadvirtual.edu.ar,Argentina,Mendoza,7.38,9.03,4.67,5.84,362-679-2579
566,León,Oyola,león.oyola@universidadvirtual.edu.ar,Argentina,San Luis,5.47,8.3,7.81,6.64,170-672-4883
567,Elena,Huerta,elena.huerta@universidadvirtual.edu.ar,Argentina,Jujuy,8.25,6.81,4.89,7.24,540-463-6764
568,Brenda,Marroquín,brenda.marroquín@universidadvirtual.edu.ar,Argentina,Córdoba,2.52,7.78,8.65,7.84,999-671-0939
569,Lara,Aragón,lara.aragón@universidadvirtual.edu.ar,Argentina,Salta,2.69,5.7,4.22,4.38,946-273-7119
570,Martín,Bravo,martín.bravo@universidadvirtual.edu.ar,Argentina,Chaco,4.26,9.47,7.34,9.91,506-860-3968
571,Máximo,Delgadillo,máximo.delgadillo@universidadvirtual.edu.ar,Argentina,Córdoba,2.6,8.08,7.66,8.02,889-344-2240
572,Esteban,Garay,esteban.garay@universidadvirtual.edu.ar,Argentina,Santiago del Estero,4.17,5.37,9.42,6.22,692-425-8619
573,Leandro,Villalobos,leandro.villalobos@universidadvirtual.edu.ar,Argentina,La Pampa,7.11,8.47,7.95,9.08,585-187-9886
574,Lucas,Astudillo,lucas.astudillo@universidadvirtual.edu.ar,Argentina,Salta,6.73,9.36,6.03,4.65,853-913-6109
575,Jazmín,Lemus,jazmín.lemus@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,6.08,6.47,6.11,4.53,854-563-8845
576,Mónica,Morales,mónica.morales@universidadvirtual.edu.ar,Argentina,San Luis,7.01,6.64,5.07,9.85,907-142-7865
577,Mónica,Bravo,mónica.bravo@universidadvirtual.edu.ar,Argentina,Tucumán,7.15,8.94,3.87,9.23,167-872-3346
578,Ana,Villalobos,ana.villalobos@universidadvirtual.edu.ar,Argentina,Salta,8.26,7.32,9.18,7.36,862-239-0895
579,Yamila,Gaytán,yamila.gaytán@universidadvirtual.edu.ar,Argentina,Entre Ríos,4.27,4.75,3.37,9.27,213-585-5023
580,Carolina,Avelar,carolina.avelar@universidadvirtual.edu.ar,Argentina,Córdoba,2.29,7.11,7.31,5.55,380-135-9105
581,Leandro,Bautista,leandro.bautista@universidadvirtual.edu.ar,Argentina,Mendoza,9.88,7.31,9.19,5.19,467-716-5793
582,Daniela,Benítez,daniela.benítez@universidadvirtual.edu.ar,Argentina,Neuquén,4.67,8.14,9.79,9.49,893-526-0811
583,Mariana,López,mariana.lópez@universidadvirtual.edu.ar,Argentina,Buenos Aires,8.98,6.51,3.03,7.06,955-103-6292
584,Esteban,Caraballo,esteban.caraballo@universidadvirtual.edu.ar,Argentina,Salta,3.54,4.51,7.32,9.89,582-710-7839
585,Catalina,Lucena,catalina.lucena@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,4.48,7.47,3.82,4.08,950-676-6652
586,Adrián,Peña,adrián.peña@universidadvirtual.edu.ar,Argentina,Jujuy,7.88,9.35,9.51,9.18,110-621-6098
587,Thiago,Juárez,thiago.juárez@universidadvirtual.edu.ar,Argentina,Santa Fe,3.18,7.47,9.54,6.7,507-650-9478
588,Lautaro,Robledo,lautaro.robledo@universidadvirtual.edu.ar,Argentina,San Juan,7.28,5.75,4.09,6.38,820-806-1743
589,Benjamín,Ortega,benjamín.ortega@universidadvirtual.edu.ar,Argentina,La Rioja,6.51,5.75,5.3,6.21,461-607-1952
590,Matías,Bañuelos,matías.bañuelos@universidadvirtual.edu.ar,Argentina,Santiago del Estero,8.69,8.8,3.82,7.16,711-271-9171
591,Omar,Aragón,omar.aragón@universidadvirtual.edu.ar,Argentina,Buenos Aires,6.87,5.17,3.56,5.16,646-943-1076
592,Hugo,Muñiz,hugo.muñiz@universidadvirtual.edu.ar,Argentina,La Rioja,4.4,7.01,6.66,7.19,900-593-8233
593,Valentín,Mayorga,valentín.mayorga@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,7.13,4.33,7.28,5.7,599-969-6684
594,Diego,Molina,diego.molina@universidadvirtual.edu.ar,Argentina,Formosa,6.7,9.2,8.98,5.67,182-526-5287
595,Agustín,Saavedra,agustín.saavedra@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,9.44,9.13,7.11,4.48,856-738-9790
596,Rodrigo,Llamas,rodrigo.llamas@universidadvirtual.edu.ar,Argentina,La Pampa,9.72,4.54,6.87,7.13,577-801-9336
597,Benjamín,Espinoza,benjamín.espinoza@universidadvirtual.edu.ar,Argentina,Misiones,5.89,8.52,8.91,4.49,535-652-3349
598,Renata,Reza,renata.reza@universidadvirtual.edu.ar,Argentina,Salta,2.54,7.88,6.73,5.8,127-904-0578
599,Juan,Rodríguez,juan.rodríguez@universidadvirtual.edu.ar,Argentina,Santiago del Estero,4.52,8.16,4.24,7.07,239-452-7169
600,Ana,Chaves,ana.chaves@universidadvirtual.edu.ar,Argentina,San Juan,9.41,8.54,3.94,9.9,412-897-5489
601,Simón,Prado,simón.prado@universidadvirtual.edu.ar,Argentina,Catamarca,3.57,6.12,4.04,5.64,634-726-5192
602,Jorge,Sarria,jorge.sarria@universidadvirtual.edu.ar,Argentina,Río Negro,3.49,8.65,8.01,9.57,525-915-1650
603,Claudia,Morillo,claudia.morillo@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,6.8,6.86,4.68,8.77,135-476-0208
604,Gonzalo,Gaytán,gonzalo.gaytán@universidadvirtual.edu.ar,Argentina,Chubut,7.16,5.32,9.78,4.14,433-939-6731
605,Miguel,Cruz,miguel.cruz@universidadvirtual.edu.ar,Argentina,San Juan,7.56,8.0,8.67,5.15,738-711-0249
606,Franco,Chacón,franco.chacón@universidadvirtual.edu.ar,Argentina,San Juan,9.55,5.65,8.05,5.99,460-426-3080
607,Juan,Camacho,juan.camacho@universidadvirtual.edu.ar,Argentina,Entre Ríos,9.15,4.75,4.39,6.77,858-803-6695
608,Valentina,Flores,valentina.flores@universidadvirtual.edu.ar,Argentina,Misiones,8.81,9.24,8.36,7.94,793-844-0310
